"price","LocationID","t","time","diff"
"15.464110726526993","6","2016-10-05T10:30:00.000000000","1751703124852","1"
"17.01740596966512","3","2016-10-04T12:29:00.000000000","1751703124852","1"
"14.902232493105004","13","2016-10-05T09:30:00.000000000","1751703124852","1"
"13.313670807063218","10","2016-10-04T14:57:00.000000000","1751703124852","1"
"14.484790464302957","0","2016-10-04T16:31:00.000000000","1751703124852","1"
"12.35889269965542","2","2016-10-04T16:31:00.000000000","1751703124852","1"
"15.748754866430962","5","2016-10-04T10:59:00.000000000","1751703124852","1"
"17.04710884273978","3","2016-10-04T13:29:00.000000000","1751703124852","1"
"11.926678346401706","12","2016-10-04T08:25:00.000000000","1751703124852","1"
"13.390718888640528","1","2016-10-05T08:30:00.000000000","1751703124852","1"
"17.598989063262476","11","2016-10-05T12:04:00.000000000","1751703124852","1"
"14.279905829060315","6","2016-10-04T16:04:00.000000000","1751703124852","1"
"15.25385663471428","2","2016-10-04T10:59:00.000000000","1751703124852","1"
"17.12025342106194","8","2016-10-05T11:30:00.000000000","1751703124852","1"
"13.051967439375973","0","2016-10-05T07:57:00.000000000","1751703124852","1"
"13.7091113502317","13","2016-10-04T08:59:00.000000000","1751703124852","1"
"17.67643640131824","1","2016-10-04T13:29:00.000000000","1751703124852","1"
"15.137575686058241","11","2016-10-05T10:30:00.000000000","1751703124852","1"
"16.72806779760494","6","2016-10-04T11:59:00.000000000","1751703124852","1"
"15.287825149075488","3","2016-10-04T15:30:00.000000000","1751703124852","1"
"13.108113764088568","3","2016-10-05T08:30:00.000000000","1751703124852","1"
"15.625709327492196","0","2016-10-04T14:57:00.000000000","1751703124852","1"
"16.217593990587286","9","2016-10-05T11:30:00.000000000","1751703124852","1"
"13.327322305378537","8","2016-10-05T08:30:00.000000000","1751703124852","1"
"16.08427955977197","7","2016-10-05T11:04:00.000000000","1751703124852","1"
"14.705096091734621","1","2016-10-04T08:59:00.000000000","1751703124852","1"
"11.950839266844069","10","2016-10-04T08:59:00.000000000","1751703124852","1"
"16.35655692168722","8","2016-10-04T14:29:00.000000000","1751703124852","1"
"13.835334352052104","9","2016-10-04T16:04:00.000000000","1751703124852","1"
"18.00039998055705","12","2016-10-04T13:29:00.000000000","1751703124852","1"
"14.443998445531406","0","2016-10-05T09:30:00.000000000","1751703124852","1"
"16.027446643537676","12","2016-10-04T10:26:00.000000000","1751703124852","1"
"15.652513304770096","4","2016-10-05T10:04:00.000000000","1751703124852","1"
"13.934209198554747","7","2016-10-04T16:04:00.000000000","1751703124852","1"
"14.436470471155518","11","2016-10-05T09:30:00.000000000","1751703124852","1"
"13.503008872011016","11","2016-10-04T08:25:00.000000000","1751703124852","1"
"16.094990542550846","7","2016-10-05T11:30:00.000000000","1751703124852","1"
"14.25176432441547","7","2016-10-04T10:26:00.000000000","1751703124852","1"
"17.104345912042042","8","2016-10-04T10:59:00.000000000","1751703124852","1"
"17.82333964253398","7","2016-10-05T12:04:00.000000000","1751703124852","1"
"15.913810578521614","12","2016-10-05T10:30:00.000000000","1751703124852","1"
"16.079709934931582","7","2016-10-04T14:57:00.000000000","1751703124852","1"
"12.518830445678049","10","2016-10-04T16:31:00.000000000","1751703124852","1"
"13.895831414239437","5","2016-10-04T14:29:00.000000000","1751703124852","1"
"11.526783363960273","10","2016-10-05T07:57:00.000000000","1751703124852","1"
"13.71513021675032","9","2016-10-04T09:32:00.000000000","1751703124852","1"
"17.288894838614745","11","2016-10-04T13:02:00.000000000","1751703124852","1"
"15.454679806027203","0","2016-10-04T16:04:00.000000000","1751703124852","1"
"15.731057596653224","13","2016-10-04T14:29:00.000000000","1751703124852","1"
"13.062280613449776","5","2016-10-04T14:57:00.000000000","1751703124852","1"
"14.031380365118572","10","2016-10-04T10:59:00.000000000","1751703124852","1"
"13.591577194121136","5","2016-10-05T10:30:00.000000000","1751703124852","1"
"15.346733961850166","2","2016-10-04T14:29:00.000000000","1751703124852","1"
"13.650907499211453","10","2016-10-04T14:02:00.000000000","1751703124852","1"
"12.966417949435394","2","2016-10-05T09:04:00.000000000","1751703124852","1"
"16.33896213156071","5","2016-10-04T13:29:00.000000000","1751703124852","1"
"15.441270988535674","12","2016-10-04T16:04:00.000000000","1751703124852","1"
"13.697614558879255","11","2016-10-04T09:32:00.000000000","1751703124852","1"
"16.745963094329042","1","2016-10-04T14:57:00.000000000","1751703124852","1"
"14.024742408836666","3","2016-10-04T08:59:00.000000000","1751703124852","1"
"15.184708071153938","5","2016-10-05T12:04:00.000000000","1751703124852","1"
"17.410121854015117","7","2016-10-04T13:02:00.000000000","1751703124852","1"
"15.476010602236382","3","2016-10-04T14:57:00.000000000","1751703124852","1"
"17.395729539606585","3","2016-10-04T11:25:00.000000000","1751703124852","1"
"17.511404851554286","3","2016-10-04T12:56:00.000000000","1751703124852","1"
"16.739713819219837","4","2016-10-05T11:04:00.000000000","1751703124852","1"
"14.68801026483403","11","2016-10-05T10:04:00.000000000","1751703124852","1"
"14.754690579622176","3","2016-10-04T09:59:00.000000000","1751703124852","1"
"16.23065349572361","1","2016-10-04T14:29:00.000000000","1751703124852","1"
"13.628591511182044","0","2016-10-05T08:30:00.000000000","1751703124852","1"
"18.030824938178785","12","2016-10-04T13:02:00.000000000","1751703124852","1"
"13.440240647998955","10","2016-10-04T10:26:00.000000000","1751703124852","1"
"17.54411623924835","6","2016-10-04T13:29:00.000000000","1751703124852","1"
"16.26197545984667","11","2016-10-04T11:25:00.000000000","1751703124852","1"
"17.61767286868064","3","2016-10-05T12:04:00.000000000","1751703124852","1"
"13.229414134869625","1","2016-10-04T08:25:00.000000000","1751703124852","1"
"13.891532807184257","11","2016-10-04T15:30:00.000000000","1751703124852","1"
"15.141583218237432","9","2016-10-04T14:57:00.000000000","1751703124852","1"
"16.287047357517174","7","2016-10-05T10:30:00.000000000","1751703124852","1"
"17.39888317124003","4","2016-10-04T13:02:00.000000000","1751703124852","1"
"16.078900293283805","8","2016-10-04T15:30:00.000000000","1751703124852","1"
"17.24564178795234","13","2016-10-05T11:04:00.000000000","1751703124852","1"
"14.35613493901384","3","2016-10-05T09:30:00.000000000","1751703124852","1"
"17.6108935852197","0","2016-10-04T13:02:00.000000000","1751703124852","1"
"16.378069876267496","12","2016-10-04T14:02:00.000000000","1751703124852","1"
"16.816737578051473","12","2016-10-04T10:59:00.000000000","1751703124852","1"
"13.790076531369468","8","2016-10-04T08:25:00.000000000","1751703124852","1"
"17.22465568463679","3","2016-10-04T11:59:00.000000000","1751703124852","1"
"16.01092299412273","6","2016-10-04T10:26:00.000000000","1751703124852","1"
"15.767246911766373","9","2016-10-04T11:59:00.000000000","1751703124852","1"
"16.352229670299025","9","2016-10-04T13:29:00.000000000","1751703124852","1"
"12.756617539780194","5","2016-10-04T15:30:00.000000000","1751703124852","1"
"17.082231695127373","0","2016-10-04T14:02:00.000000000","1751703124852","1"
"14.087827944967772","12","2016-10-05T09:30:00.000000000","1751703124852","1"
"17.473638047567825","1","2016-10-04T11:25:00.000000000","1751703124852","1"
"18.093729397035965","13","2016-10-04T12:29:00.000000000","1751703124852","1"
"16.17223450407526","7","2016-10-04T10:59:00.000000000","1751703124852","1"
